Student_ID,Age,Gender,HighSchoolGPA,TestScore,CourseType,AttendanceRatio,StudyHabitsScore,ExtracurricularScore,AcademicPerformance
4286,22,Female,3.86,468,Science,0.86,0.72,0.99,Poor
4287,28,Female,2.48,627,Arts,0.94,0.17,0.22,Average
4288,26,Male,2.85,234,Science,0.75,0.94,0.25,Poor
4289,20,Female,2.03,318,Arts,0.99,0.77,0.47,Good
4290,29,Female,3.76,570,Science,0.87,0.03,0.78,Average
4291,27,Female,2.31,767,Arts,0.74,0.5,0.12,Average
4292,21,Female,3.72,650,Science,0.69,0.65,0.67,Average
4293,26,Female,2.66,508,Engineering,0.95,0.06,0.1,Poor
4294,23,Male,2.74,556,Science,0.73,0.35,0.09,Average
4295,25,Male,2.08,575,Arts,0.62,0.65,0.04,Poor
4296,24,Male,2.65,304,Arts,0.71,0.82,0.54,Poor
4297,28,Male,3.78,589,Science,0.67,0.98,0.44,Good
4298,19,Male,2.05,375,Engineering,0.73,0.12,0.31,Good
4299,20,Female,2.81,305,Science,0.85,0.63,0.53,Good
4300,18,Male,2.06,791,Science,0.8,0.89,0.5,Poor
4301,26,Male,2.74,362,Arts,0.88,0.72,0.47,Average
4302,24,Female,2.35,466,Engineering,0.73,0.63,0.17,Average
4303,18,Male,2.5,762,Engineering,0.65,0.21,0.9,Good
4304,20,Male,3.76,478,Engineering,0.66,0.82,0.62,Average
4305,21,Male,2.87,502,Engineering,0.92,0.56,0.13,Good
4306,21,Male,2.55,786,Science,0.64,0.11,0.26,Good
4307,22,Female,3.18,326,Engineering,0.92,0.94,0.76,Average
4308,20,Female,2.28,445,Engineering,0.69,0.99,0.78,Average
4309,20,Male,2.52,433,Engineering,0.87,0.54,0.73,Poor
4310,18,Female,3.09,784,Arts,0.85,0.78,0.79,Average
4311,24,Male,2.48,638,Arts,0.64,0.58,0.6,Average
4312,28,Female,3.36,336,Arts,0.87,0.42,0.29,Good
4313,27,Female,2.98,755,Engineering,0.78,0.41,0.36,Poor
4314,18,Female,3.54,348,Science,0.88,0.96,0.51,Average
4315,19,Female,3.9,255,Science,0.93,0.37,0.25,Poor
4316,21,Female,2.23,555,Arts,0.62,0.49,0.85,Poor
4317,21,Female,2.67,456,Arts,0.86,0.25,0.75,Good
4318,22,Female,2.64,262,Engineering,0.64,0.25,0.98,Good
4319,28,Female,2.3,262,Arts,0.75,0.36,0.42,Average
4320,19,Female,3.62,228,Arts,0.61,0.92,0.87,Good
4321,21,Female,3.52,751,Arts,0.73,0.4,0.78,Poor
4322,18,Female,2.97,799,Arts,0.67,0.55,0.83,Good
4323,19,Male,3.08,767,Science,0.82,0.55,0.69,Good
4324,18,Female,2.12,499,Engineering,0.8,0.58,0.35,Poor
4325,27,Male,3.11,414,Science,0.92,0.82,0.24,Poor
4326,27,Female,3.58,340,Arts,0.86,0.9,0.27,Good
4327,21,Male,3.15,706,Engineering,0.89,0.21,0.57,Good
4328,21,Male,2.53,760,Engineering,0.64,0.86,0.88,Good
4329,24,Male,3.34,698,Science,0.61,0.55,0.45,Poor
4330,27,Female,2.72,701,Science,0.99,0.92,0.6,Poor
4331,28,Female,3.09,786,Arts,0.77,0.92,0.73,Good
4332,28,Female,2.98,390,Science,0.76,0.39,0.86,Average
4333,26,Female,2.76,248,Arts,0.61,0.65,0.65,Poor
4334,26,Male,3.44,562,Arts,0.65,0.87,0.63,Good
4335,22,Female,3.77,695,Arts,0.98,0.38,0.99,Poor
4336,27,Female,2.01,476,Engineering,0.88,0.04,0.86,Good
4337,18,Female,3.87,246,Engineering,0.76,0.36,0.73,Good
4338,18,Female,3.02,415,Science,0.96,0.37,0.83,Good
4339,23,Female,3.4,429,Science,0.84,0.81,1.0,Average
4340,19,Female,3.71,522,Engineering,0.9,0.31,0.51,Average
4341,25,Female,2.93,620,Science,0.77,0.89,0.71,Poor
4342,26,Female,3.67,424,Arts,0.77,0.55,0.81,Poor
4343,21,Male,2.36,486,Arts,0.63,0.59,0.44,Average
4344,22,Male,2.32,245,Engineering,0.89,0.81,0.95,Good
4345,28,Female,3.31,213,Science,0.64,0.13,0.38,Average
4346,25,Female,3.74,574,Science,0.91,0.02,0.24,Average
4347,20,Female,3.78,532,Engineering,0.68,0.06,0.68,Good
4348,22,Female,3.29,365,Arts,0.7,0.03,0.08,Poor
4349,20,Male,3.05,706,Arts,0.97,0.7,0.13,Average
4350,29,Male,2.66,316,Science,0.79,0.24,0.97,Poor
4351,27,Female,3.96,765,Engineering,0.65,0.86,0.28,Average
4352,20,Male,2.64,638,Engineering,0.96,0.88,0.03,Average
4353,20,Male,3.49,503,Arts,0.78,0.36,0.47,Poor
4354,29,Female,3.06,656,Arts,0.65,0.19,0.87,Poor
4355,24,Female,3.22,470,Science,0.76,0.5,0.33,Good
4356,24,Female,2.79,415,Engineering,0.84,0.82,0.42,Good
4357,24,Male,3.93,312,Science,0.74,0.68,0.16,Average
4358,27,Male,3.14,215,Science,0.97,0.03,0.35,Average
4359,25,Female,3.88,415,Engineering,0.71,0.01,0.97,Good
4360,22,Female,2.02,626,Engineering,0.67,0.11,0.88,Good
4361,22,Male,3.15,334,Arts,0.69,0.34,0.74,Average
4362,21,Male,3.43,242,Engineering,0.63,0.54,0.79,Good
4363,24,Female,3.49,483,Science,0.78,0.82,0.67,Poor
4364,27,Male,3.81,297,Science,0.95,0.14,0.12,Average
4365,21,Female,2.01,259,Engineering,0.72,0.15,0.12,Average
4366,19,Female,2.0,429,Science,0.7,0.86,0.54,Average
4367,21,Male,2.94,584,Engineering,0.93,0.92,0.6,Average
4368,25,Male,2.06,358,Arts,0.72,0.55,0.97,Poor
4369,26,Male,3.95,670,Arts,0.79,0.78,0.45,Good
4370,20,Female,2.44,795,Engineering,0.61,0.34,0.92,Average
4371,24,Female,2.95,407,Science,0.71,0.95,0.99,Average
4372,29,Female,2.12,373,Engineering,0.65,0.9,0.84,Average
4373,26,Female,3.04,280,Engineering,0.64,0.85,0.4,Average
4374,28,Female,2.76,217,Arts,0.77,0.01,0.75,Poor
4375,21,Female,2.09,490,Engineering,0.71,0.52,0.55,Good
4376,27,Male,2.67,559,Arts,0.67,0.03,0.2,Poor
4377,20,Female,2.78,478,Arts,0.8,0.68,0.13,Average
4378,22,Female,3.98,596,Engineering,0.91,0.18,0.07,Average
4379,18,Female,2.42,341,Engineering,0.89,0.64,0.33,Poor
4380,20,Female,3.09,716,Engineering,0.7,0.1,0.69,Average
4381,25,Male,3.97,450,Engineering,0.71,0.76,0.91,Poor
4382,28,Female,3.58,739,Arts,0.89,0.73,0.32,Poor
4383,25,Male,3.99,436,Engineering,0.82,0.0,0.53,Good
4384,21,Male,3.94,331,Arts,0.9,0.79,0.47,Good
4385,19,Female,2.98,505,Arts,0.6,0.16,0.11,Good
4386,25,Female,3.39,557,Science,0.63,0.11,0.76,Good
4387,25,Male,2.22,484,Arts,0.92,0.5,0.52,Poor
4388,27,Male,2.88,492,Science,0.94,0.59,0.92,Average
4389,21,Female,3.62,362,Engineering,0.74,0.1,0.84,Poor
4390,20,Male,3.01,618,Science,0.98,0.3,0.28,Average
4391,19,Female,3.41,667,Engineering,0.72,0.41,0.31,Good
4392,26,Female,3.49,769,Arts,0.96,0.94,0.54,Average
4393,18,Male,2.51,706,Science,0.77,0.25,0.13,Average
4394,24,Female,3.75,677,Engineering,0.82,0.26,0.25,Poor
4395,22,Female,2.92,561,Engineering,0.86,0.66,0.82,Good
4396,25,Female,2.42,511,Science,0.65,0.73,0.15,Poor
4397,21,Male,3.73,444,Science,0.61,0.01,0.55,Average
4398,24,Male,2.84,676,Engineering,0.77,0.13,0.39,Average
4399,22,Male,3.5,635,Engineering,0.66,0.36,0.2,Average
4400,22,Female,3.1,449,Arts,0.82,0.63,0.97,Poor
4401,26,Male,2.76,221,Engineering,0.78,0.13,0.83,Poor
4402,26,Male,3.62,676,Science,0.65,0.36,0.27,Poor
4403,26,Male,3.17,771,Engineering,0.87,0.08,0.79,Good
4404,29,Female,2.78,710,Engineering,0.61,0.57,0.01,Average
4405,23,Female,2.22,535,Science,0.65,0.43,0.28,Poor
4406,23,Male,3.79,541,Arts,0.88,0.79,0.11,Poor
4407,22,Male,2.07,537,Engineering,0.81,0.57,0.42,Poor
4408,26,Male,3.73,679,Science,0.71,0.66,0.64,Poor
4409,27,Female,2.72,241,Science,0.67,0.67,0.17,Poor
4410,25,Male,3.28,273,Science,0.86,0.59,0.24,Poor
4411,24,Female,3.84,221,Science,0.68,0.02,0.39,Poor
4412,24,Female,2.3,419,Arts,0.99,0.83,0.63,Good
4413,23,Female,3.13,278,Science,0.95,0.92,0.31,Poor
4414,22,Male,3.53,434,Engineering,0.65,0.53,0.6,Good
4415,21,Male,3.52,356,Arts,0.94,0.11,0.35,Good
4416,20,Female,3.05,526,Science,0.74,0.65,0.26,Average
4417,20,Female,3.25,313,Engineering,0.8,0.36,0.86,Average
4418,23,Female,3.52,786,Arts,0.66,0.07,0.38,Good
4419,21,Female,3.68,474,Engineering,0.65,0.85,0.92,Good
4420,29,Male,3.52,580,Arts,0.95,0.71,0.31,Poor
4421,29,Male,2.71,219,Science,0.85,0.8,0.54,Good
4422,23,Female,3.99,408,Engineering,0.78,0.8,0.05,Poor
4423,20,Female,2.87,793,Science,0.61,0.36,0.68,Poor
4424,21,Female,2.05,359,Arts,0.97,0.48,0.8,Average
4425,26,Male,2.73,772,Science,0.75,0.23,0.97,Good
4426,22,Female,2.26,237,Science,0.77,0.75,0.84,Poor
4427,24,Male,2.24,317,Engineering,0.72,0.52,0.31,Good
4428,27,Female,2.56,589,Science,0.96,0.65,0.56,Poor
4429,19,Male,2.11,576,Science,0.74,0.36,0.59,Average
4430,22,Male,3.38,575,Science,0.67,0.68,0.06,Poor
4431,26,Female,2.15,780,Arts,0.8,0.67,0.07,Average
4432,28,Male,2.41,794,Engineering,0.91,0.77,0.33,Average
4433,20,Male,2.19,241,Engineering,0.75,0.16,0.74,Average
4434,26,Male,2.13,669,Science,0.86,0.62,0.29,Average
4435,28,Male,2.54,657,Engineering,0.72,0.88,0.87,Average
4436,23,Female,3.14,329,Arts,0.89,0.09,0.64,Good
4437,21,Female,3.93,227,Arts,0.87,0.96,0.47,Good
4438,24,Female,3.75,525,Science,0.87,0.21,0.54,Poor
4439,25,Female,3.75,708,Science,0.86,0.94,0.33,Average
4440,23,Female,2.35,524,Arts,0.66,0.87,0.97,Average
4441,22,Male,2.53,359,Arts,0.96,0.77,0.18,Good
4442,23,Male,2.15,715,Arts,0.83,0.21,0.86,Good
4443,22,Male,3.56,453,Science,0.75,0.22,0.68,Average
4444,25,Male,2.14,447,Arts,0.67,0.26,0.71,Good
4445,18,Female,3.11,552,Science,0.91,0.81,0.84,Good
4446,28,Female,2.5,597,Arts,0.8,0.19,0.14,Average
4447,24,Male,2.49,781,Arts,0.66,0.58,0.7,Average
4448,27,Female,3.98,402,Engineering,0.97,0.78,0.78,Average
4449,27,Male,3.51,501,Arts,0.64,0.46,0.98,Poor
4450,28,Male,3.67,347,Science,0.81,0.84,0.75,Average
4451,19,Female,3.14,420,Arts,0.84,0.56,0.95,Poor
4452,26,Female,3.74,759,Engineering,1.0,0.6,0.85,Good
4453,18,Female,3.29,462,Arts,0.66,0.68,0.88,Average
4454,28,Female,3.89,495,Arts,0.85,0.85,0.92,Good
4455,27,Female,2.56,514,Arts,0.79,0.0,0.53,Good
4456,23,Female,3.19,491,Science,0.7,0.39,0.71,Poor
4457,26,Female,3.38,230,Arts,0.98,0.96,0.12,Average
4458,18,Male,2.79,243,Arts,0.92,0.1,0.36,Poor
4459,21,Female,3.76,754,Arts,0.91,0.23,0.88,Good
4460,21,Male,3.96,333,Engineering,0.96,0.57,0.98,Poor
4461,26,Male,2.99,548,Science,0.89,0.86,0.11,Average
4462,28,Female,2.78,418,Science,0.8,0.1,0.59,Average
4463,22,Male,2.94,649,Engineering,0.76,0.0,0.73,Good
4464,22,Female,3.71,703,Science,0.88,0.69,0.52,Average
4465,23,Male,3.29,285,Engineering,0.84,0.6,0.23,Poor
4466,18,Male,2.09,450,Arts,0.82,0.27,0.04,Poor
4467,18,Male,3.08,464,Science,0.84,0.96,0.95,Good
4468,26,Female,2.03,722,Arts,0.86,0.56,0.24,Good
4469,20,Male,3.56,279,Arts,0.99,0.66,0.3,Poor
4470,21,Male,2.66,660,Science,0.9,0.38,0.64,Good
4471,18,Male,2.94,451,Arts,0.67,0.92,0.43,Poor
4472,26,Female,3.6,217,Arts,0.79,0.28,0.42,Poor
4473,25,Male,2.09,455,Engineering,0.87,0.75,0.08,Poor
4474,19,Female,2.32,444,Science,0.67,0.12,0.99,Poor
4475,25,Male,2.8,352,Arts,0.97,0.54,0.28,Good
4476,24,Male,2.46,699,Engineering,0.63,0.58,0.11,Poor
4477,28,Male,2.68,657,Science,0.84,0.19,0.68,Average
4478,23,Female,4.0,741,Arts,0.99,0.32,0.75,Good
4479,18,Male,3.65,314,Arts,0.89,0.18,0.03,Poor
4480,24,Male,3.77,646,Arts,0.87,0.85,0.27,Good
4481,27,Male,3.87,552,Arts,1.0,0.66,0.19,Average
4482,24,Male,2.68,740,Arts,0.92,0.45,0.79,Average
4483,26,Female,2.59,521,Science,0.99,0.56,0.18,Poor
4484,18,Male,2.47,658,Science,0.88,0.34,0.24,Average
4485,19,Male,3.66,425,Engineering,0.87,0.43,0.99,Poor
4486,28,Male,3.36,560,Engineering,0.91,0.62,0.7,Poor
4487,26,Male,2.47,730,Engineering,0.68,0.21,0.39,Good
4488,26,Female,2.75,311,Science,0.92,0.13,0.75,Poor
4489,23,Male,3.01,411,Science,0.99,0.94,0.47,Poor
4490,23,Male,3.06,432,Science,0.84,0.24,0.21,Poor
4491,21,Female,3.78,358,Arts,0.6,0.5,0.49,Poor
4492,21,Male,2.76,771,Science,0.63,0.76,0.77,Poor
4493,22,Male,3.82,523,Science,0.69,0.56,0.18,Poor
4494,20,Male,2.88,292,Arts,0.8,0.63,0.49,Poor
4495,18,Female,3.49,447,Engineering,0.77,0.16,0.12,Good
4496,18,Male,3.86,340,Engineering,0.99,0.39,0.84,Good
4497,29,Female,3.82,603,Engineering,0.98,0.69,0.82,Poor
4498,24,Female,2.11,603,Arts,0.76,0.21,0.67,Good
4499,18,Female,2.41,613,Arts,0.92,0.48,0.92,Poor
4500,18,Female,2.95,639,Arts,0.85,0.59,0.4,Poor
4501,20,Female,2.86,432,Science,0.7,0.79,0.13,Average
4502,27,Female,3.28,392,Engineering,0.97,0.22,0.98,Good
4503,21,Female,3.89,298,Arts,0.7,0.98,0.51,Average
4504,21,Male,2.22,312,Arts,0.95,0.97,0.48,Poor
4505,19,Male,2.9,735,Engineering,0.86,0.01,0.06,Poor
4506,18,Female,2.38,480,Engineering,0.85,0.37,0.57,Poor
4507,20,Female,3.79,722,Science,0.94,0.07,0.64,Good
4508,28,Female,3.93,549,Engineering,0.8,0.32,0.47,Good
4509,21,Female,2.96,515,Arts,0.94,0.61,0.91,Good
4510,20,Female,2.21,699,Science,0.82,0.61,0.74,Good
4511,25,Female,3.57,736,Engineering,0.99,0.1,0.04,Average
4512,27,Male,3.39,635,Science,0.86,0.68,0.54,Average
4513,18,Male,2.71,722,Arts,0.75,0.85,0.99,Good
4514,19,Female,3.77,792,Arts,0.91,0.63,0.2,Good
4515,24,Female,3.95,643,Arts,0.8,0.31,0.62,Average
4516,21,Female,3.12,407,Arts,0.92,0.0,0.27,Good
4517,25,Male,3.13,475,Science,0.93,0.65,0.37,Poor
4518,28,Female,2.6,696,Science,0.85,0.68,0.03,Poor
4519,20,Male,3.17,496,Arts,0.95,0.71,0.69,Good
4520,23,Male,2.88,573,Science,0.76,0.04,0.77,Good
4521,26,Male,2.6,774,Arts,0.62,0.52,0.77,Poor
4522,18,Female,2.13,383,Arts,0.87,0.41,0.97,Good
4523,18,Female,2.51,231,Engineering,0.91,0.77,0.84,Poor
4524,25,Male,2.4,482,Science,0.63,0.72,0.21,Poor
4525,20,Male,3.08,631,Engineering,0.91,0.95,0.23,Good
4526,22,Male,3.2,718,Arts,0.86,0.9,0.77,Good
4527,18,Male,3.22,661,Engineering,0.65,0.56,0.78,Poor
4528,22,Female,2.78,567,Arts,0.82,0.98,0.12,Good
4529,28,Male,2.84,451,Arts,0.64,0.15,0.01,Good
4530,23,Female,3.67,365,Arts,0.73,0.01,0.4,Average
4531,25,Male,2.95,728,Science,0.92,0.11,0.69,Average
4532,20,Female,3.98,570,Arts,0.64,0.36,0.87,Poor
4533,20,Male,2.88,797,Arts,0.78,0.76,0.17,Poor
4534,29,Female,3.3,302,Science,0.84,0.38,0.82,Poor
4535,28,Female,2.1,793,Science,0.98,0.78,0.68,Average
4536,28,Female,3.31,325,Arts,0.89,0.74,0.17,Poor
4537,27,Male,3.7,237,Science,0.66,0.79,0.87,Poor
4538,26,Female,3.88,547,Arts,0.99,0.19,0.93,Average
4539,21,Male,3.99,412,Engineering,0.79,0.52,0.27,Poor
4540,21,Female,2.56,518,Science,0.75,0.71,0.15,Good
4541,29,Female,3.15,625,Engineering,0.65,0.28,0.97,Average
4542,24,Male,2.9,446,Arts,0.97,0.84,0.02,Poor
4543,19,Female,3.13,485,Science,0.83,0.78,0.95,Poor
4544,25,Female,2.31,430,Science,1.0,0.12,0.22,Good
4545,23,Male,3.71,519,Arts,0.67,0.22,0.44,Average
4546,20,Female,3.82,711,Science,0.82,0.24,0.31,Good
4547,26,Female,2.9,720,Science,0.64,0.88,0.15,Good
4548,22,Female,2.56,424,Science,0.81,0.19,0.35,Poor
4549,25,Female,2.28,705,Engineering,0.96,0.62,0.54,Poor
4550,24,Male,3.37,306,Arts,0.64,0.06,0.09,Poor
4551,25,Female,2.62,530,Arts,0.71,0.55,0.81,Good
4552,24,Female,3.82,204,Arts,0.87,0.14,0.8,Average
4553,20,Female,3.34,667,Science,0.63,0.58,0.8,Poor
4554,19,Female,3.29,715,Science,0.78,0.37,0.69,Good
4555,24,Female,3.12,362,Science,0.73,0.61,0.46,Poor
4556,20,Female,2.09,730,Arts,0.94,0.39,0.83,Good
4557,20,Female,3.86,281,Engineering,0.62,0.85,0.85,Average
4558,19,Female,3.26,680,Arts,0.95,0.76,0.29,Good
4559,21,Male,3.99,715,Arts,0.88,0.84,0.48,Average
4560,25,Male,3.07,386,Engineering,0.72,0.22,0.2,Good
4561,29,Male,3.42,345,Science,0.68,0.15,0.26,Average
4562,18,Male,2.11,351,Science,0.98,0.56,0.24,Average
4563,18,Female,3.26,562,Arts,0.82,0.87,0.83,Average
4564,29,Female,3.53,292,Engineering,0.74,0.11,0.25,Average
4565,22,Male,3.56,230,Arts,0.62,0.23,0.55,Poor
4566,28,Male,3.54,739,Arts,0.67,0.75,0.63,Poor
4567,22,Male,2.45,248,Engineering,0.84,0.47,0.74,Good
4568,28,Female,3.95,457,Engineering,0.81,0.6,0.03,Poor
4569,29,Female,3.99,717,Science,0.9,0.59,0.48,Average
4570,18,Male,2.15,740,Arts,0.93,0.41,0.29,Poor
4571,23,Male,3.87,609,Engineering,0.76,0.71,0.83,Average
4572,18,Male,2.58,355,Engineering,0.64,0.85,0.04,Poor
4573,22,Male,3.38,745,Engineering,0.92,0.91,0.21,Good
4574,26,Male,2.68,639,Engineering,0.82,0.05,0.32,Good
4575,29,Female,3.94,436,Arts,0.99,0.55,0.08,Average
4576,22,Male,2.2,567,Arts,0.92,0.04,0.4,Average
4577,23,Female,3.0,256,Arts,0.73,0.9,0.74,Poor
4578,25,Male,2.86,374,Engineering,0.77,0.43,0.21,Poor
4579,28,Male,2.65,413,Science,0.69,0.9,0.75,Average
4580,18,Female,3.29,226,Engineering,0.8,0.19,0.53,Good
4581,19,Male,2.26,318,Arts,0.88,0.16,0.34,Good
4582,26,Female,3.43,346,Arts,0.84,0.91,0.37,Average
4583,20,Female,3.96,464,Arts,0.74,0.94,0.12,Good
4584,23,Male,3.61,602,Science,0.93,0.77,0.25,Average
4585,22,Male,3.72,457,Science,0.64,0.22,0.73,Poor
4586,28,Female,2.72,388,Arts,0.66,0.17,0.86,Good
4587,19,Female,2.65,698,Engineering,0.76,0.75,0.27,Good
4588,24,Male,3.03,438,Arts,0.88,0.63,0.59,Average
4589,21,Female,2.09,526,Arts,0.88,0.87,0.03,Poor
4590,18,Male,3.89,269,Science,0.75,0.28,0.08,Good
4591,21,Female,2.29,224,Science,0.88,0.3,0.96,Good
4592,23,Male,3.81,781,Science,0.62,0.73,0.9,Poor
4593,24,Female,2.17,355,Science,0.72,0.27,0.08,Poor
4594,24,Female,3.65,418,Arts,0.88,0.46,0.82,Average
4595,24,Male,2.3,760,Engineering,0.67,0.52,0.1,Good
4596,20,Female,2.08,578,Arts,0.69,0.67,0.83,Good
4597,23,Female,3.44,393,Arts,0.63,0.34,0.91,Poor
4598,25,Female,2.56,239,Engineering,0.75,0.86,0.15,Poor
4599,21,Female,3.43,796,Arts,0.93,0.4,0.15,Good
4600,25,Female,3.11,542,Engineering,0.93,0.04,0.93,Poor
4601,19,Female,2.22,702,Science,0.94,0.07,0.3,Average
4602,27,Female,3.86,649,Science,0.61,0.97,0.47,Average
4603,26,Male,2.9,535,Science,1.0,0.62,0.3,Poor
4604,26,Female,3.47,203,Engineering,0.8,0.49,0.75,Good
4605,25,Female,3.0,716,Arts,0.95,0.87,0.21,Poor
4606,27,Male,3.21,696,Science,0.96,0.72,0.49,Good
4607,27,Female,2.61,425,Science,0.81,0.18,0.85,Average
4608,18,Female,2.4,349,Arts,0.62,0.01,0.94,Average
4609,19,Male,3.09,437,Science,0.84,0.98,0.35,Average
4610,23,Female,2.88,302,Science,0.73,0.63,0.11,Good
4611,27,Female,2.78,374,Engineering,0.68,0.48,0.81,Poor
4612,22,Male,3.35,660,Arts,0.67,0.94,0.11,Good
4613,29,Male,3.38,233,Engineering,0.82,0.37,0.78,Good
4614,26,Female,2.09,717,Science,0.64,0.72,0.69,Average
4615,22,Female,2.68,639,Science,0.93,0.67,0.58,Poor
4616,19,Male,2.82,484,Arts,0.69,0.68,0.94,Good
4617,27,Female,2.19,424,Science,0.82,0.68,0.32,Poor
4618,21,Male,2.47,764,Engineering,0.65,0.01,0.09,Good
4619,26,Male,2.1,456,Engineering,0.94,0.82,0.98,Good
4620,18,Male,3.99,258,Arts,0.88,0.92,0.44,Average
4621,28,Female,3.47,445,Arts,0.68,0.45,0.43,Average
4622,18,Male,2.17,718,Science,0.89,0.56,0.09,Average
4623,29,Male,2.04,413,Arts,0.63,0.32,0.74,Poor
4624,24,Male,3.44,789,Arts,0.91,0.79,0.72,Good
4625,28,Female,2.88,415,Science,0.8,0.74,0.15,Average
4626,20,Female,3.57,602,Science,0.65,0.74,0.23,Poor
4627,27,Female,3.85,482,Engineering,0.82,0.73,0.02,Poor
4628,19,Male,3.2,772,Engineering,0.68,0.22,0.89,Good
4629,26,Female,2.37,772,Arts,0.87,0.11,0.24,Average
4630,20,Female,3.56,414,Science,0.88,0.31,0.93,Average
4631,19,Male,3.91,581,Arts,0.9,0.58,0.57,Average
4632,29,Male,3.16,244,Engineering,0.96,0.4,0.43,Average
4633,25,Female,3.36,371,Arts,0.86,0.25,0.01,Poor
4634,27,Female,2.67,420,Engineering,0.8,0.02,0.09,Average
4635,23,Male,2.76,584,Engineering,0.94,0.12,0.16,Average
4636,23,Female,3.47,294,Arts,0.96,0.11,0.11,Poor
4637,27,Male,3.86,243,Engineering,0.91,0.96,0.26,Good
4638,28,Male,3.26,427,Engineering,0.98,0.78,0.15,Good
4639,24,Female,3.58,773,Science,0.99,0.12,0.66,Poor
4640,24,Female,2.34,516,Arts,0.7,0.47,0.3,Poor
4641,28,Female,2.42,534,Arts,0.67,0.65,0.72,Average
4642,23,Female,3.06,666,Arts,0.78,0.96,0.14,Good
4643,21,Male,2.35,496,Engineering,1.0,0.27,0.21,Good
4644,28,Female,3.27,744,Engineering,0.64,0.26,0.79,Average
4645,26,Female,2.58,688,Engineering,0.88,0.57,0.63,Average
4646,23,Female,3.58,414,Arts,0.94,0.86,0.1,Average
4647,21,Male,3.62,723,Science,1.0,0.28,0.96,Average
4648,29,Female,2.93,201,Arts,0.85,0.13,0.76,Poor
4649,20,Female,2.36,406,Arts,0.75,0.27,0.55,Poor
4650,21,Male,3.29,540,Arts,0.67,0.45,0.34,Average
4651,20,Male,3.99,606,Science,0.99,0.36,0.09,Good
4652,19,Male,3.25,505,Arts,0.97,0.86,0.36,Good
4653,22,Male,2.07,706,Science,0.92,0.94,0.32,Good
4654,19,Male,2.03,668,Science,0.98,0.38,0.08,Good
4655,23,Female,2.64,757,Arts,0.62,0.82,0.78,Good
4656,20,Male,2.39,694,Arts,0.85,0.07,0.42,Average
4657,23,Male,3.63,460,Arts,0.71,0.55,0.89,Good
4658,28,Male,3.69,777,Engineering,0.91,0.83,0.16,Poor
4659,27,Male,2.52,781,Science,0.64,0.42,0.32,Poor
4660,26,Male,2.65,563,Arts,0.7,0.14,0.28,Good
4661,18,Male,2.47,713,Science,0.94,0.28,0.87,Poor
4662,23,Male,3.82,740,Engineering,0.9,0.49,0.51,Average
4663,26,Male,3.01,772,Engineering,1.0,0.84,0.14,Good
4664,28,Female,3.31,654,Arts,0.86,0.75,0.36,Average
4665,21,Female,2.83,343,Science,0.72,0.08,0.94,Poor
4666,28,Female,3.26,391,Engineering,0.82,0.55,0.55,Good
4667,29,Male,2.77,552,Engineering,0.98,0.87,0.04,Average
4668,19,Male,2.68,498,Science,0.86,0.58,0.06,Average
4669,21,Male,3.27,659,Engineering,0.95,0.06,0.24,Average
4670,18,Female,3.18,626,Science,0.61,0.82,0.62,Average
4671,20,Male,2.59,230,Arts,0.75,0.91,0.25,Average
4672,27,Male,2.3,531,Science,0.97,0.39,0.85,Poor
4673,26,Male,2.74,610,Arts,0.62,0.31,0.63,Good
4674,27,Female,2.83,251,Science,0.81,0.54,0.3,Average
4675,22,Female,3.26,583,Engineering,0.74,0.98,0.39,Average
4676,28,Male,3.83,442,Arts,0.86,0.84,0.38,Poor
4677,23,Female,2.07,616,Science,0.66,0.81,0.31,Good
4678,20,Male,2.49,674,Arts,0.86,0.19,0.63,Good
4679,22,Male,2.39,591,Science,1.0,0.9,0.2,Good
4680,28,Female,3.0,588,Science,0.71,0.56,0.29,Good
4681,25,Female,2.86,772,Arts,0.78,0.92,0.09,Good
4682,23,Female,3.46,668,Arts,0.61,0.65,0.38,Poor
4683,21,Female,2.48,607,Arts,0.77,0.83,0.06,Average
4684,19,Male,3.19,718,Engineering,0.76,0.17,0.02,Good
4685,26,Male,3.77,388,Science,0.83,0.71,0.65,Good
4686,29,Female,3.82,794,Science,0.7,0.26,0.16,Average
4687,18,Female,3.92,550,Arts,0.73,0.17,0.04,Average
4688,18,Male,3.55,482,Science,0.84,0.57,0.07,Good
4689,21,Male,3.81,356,Science,0.96,0.6,0.2,Poor
4690,24,Male,2.47,798,Science,0.69,0.49,0.72,Average
4691,18,Male,2.4,347,Arts,0.87,0.09,0.01,Average
4692,26,Female,2.01,269,Science,0.81,0.24,0.73,Poor
4693,21,Female,3.41,569,Science,0.64,0.24,0.6,Average
4694,20,Female,3.87,787,Engineering,0.83,0.31,0.51,Average
4695,18,Male,2.37,714,Engineering,0.88,0.63,0.91,Good
4696,27,Male,3.27,433,Arts,0.84,0.44,0.83,Average
4697,21,Female,3.49,666,Science,0.64,0.97,0.42,Average
4698,26,Female,3.86,756,Science,0.94,0.02,0.01,Poor
4699,27,Female,3.29,486,Engineering,0.62,0.22,0.71,Average
4700,23,Male,3.94,493,Arts,0.69,0.57,0.05,Poor
4701,23,Female,2.69,680,Arts,0.85,0.88,0.28,Poor
4702,18,Male,2.7,333,Science,0.69,0.03,0.49,Poor
4703,27,Female,3.09,207,Engineering,0.64,0.88,0.1,Average
